onset	duration	trial_type	rewards
20.5	0	options_solo	  n/a
28.43	0	decision_risky_solo	   42
35.449265	0	outcome_self_neg_solo	    0
46.984583	0	options_partner	  n/a
49.984583	0	decision_risky_partner	 24.5
56.194426	0	outcome_other_pos_partner	    0
58.709415	0	happiness_rating	   50
69.138876	0	options_social	    0
75.404876	0	decision_safe_social	    0
86.42148	0	outcome_safe_social	    0
92.956588	0	options_partner	  -25
95.956588	0	decision_safe_partner	  -25
100.976632	0	outcome_safe_partner	  -25
103.493592	0	happiness_rating	   22
113.721889	0	options_social	  n/a
117.827889	0	decision_risky_social	   21
127.844226	0	outcome_other_pos_social	    0
134.373087	0	options_social	  -25
139.516087	0	decision_safe_social	  -25
145.532334	0	outcome_safe_social	  -25
148.04421	0	happiness_rating	   26
154.103482	0	options_solo	  n/a
160.476482	0	decision_risky_solo	 31.5
172.49239	0	outcome_self_neg_solo	    0
179.022379	0	options_partner	  n/a
182.022379	0	decision_risky_partner	  8.5
186.232456	0	outcome_other_neg_partner	    0
188.745619	0	happiness_rating	   51
198.135899	0	options_social	  n/a
201.979899	0	decision_risky_social	 52.5
207.995597	0	outcome_other_neg_social	    0
220.535455	0	options_solo	  n/a
225.916455	0	decision_risky_solo	    0
233.932418	0	outcome_self_pos_solo	    0
236.444791	0	happiness_rating	   22
244.256922	0	options_social	  n/a
248.539922	0	decision_risky_social	    0
255.556106	0	outcome_other_neg_social	    0
263.086852	0	options_social	  -20
267.731852	0	decision_safe_social	  -20
274.747947	0	outcome_safe_social	  -20
277.259417	0	happiness_rating	   22
284.68548	0	options_partner	   10
287.68548	0	decision_safe_partner	   10
291.920003	0	outcome_safe_partner	   10
297.447575	0	options_social	  n/a
302.476575	0	decision_risky_social	   -2
311.492794	0	outcome_other_neg_social	    0
314.004055	0	happiness_rating	    6
319.397201	0	options_partner	   10
322.397201	0	decision_safe_partner	   10
326.536682	0	outcome_safe_partner	   10
333.073758	0	options_solo	  n/a
336.899758	0	decision_risky_solo	 24.5
348.915304	0	outcome_self_neg_solo	    0
351.432911	0	happiness_rating	   46
360.343396	0	options_social	  n/a
364.548396	0	decision_risky_social	    7
373.563902	0	outcome_other_pos_social	    0
380.092995	0	options_social	  n/a
383.011995	0	decision_risky_social	   18
389.027142	0	outcome_other_neg_social	    0
391.538824	0	happiness_rating	   30
397.22262	0	options_solo	  -25
404.30762	0	decision_safe_solo	  -25
414.32349	0	outcome_safe_solo	  -25
427.859831	0	options_solo	  n/a
438.211831	0	decision_risky_solo	-47.5
444.228316	0	outcome_self_pos_solo	    0
446.73893	0	happiness_rating	    4
455.415693	0	options_solo	  -25
459.299693	0	decision_safe_solo	  -25
468.314861	0	outcome_safe_solo	  -25
475.848796	0	options_social	   25
481.419796	0	decision_safe_social	   25
489.435353	0	outcome_safe_social	   25
491.945289	0	happiness_rating	   16
501.600635	0	options_social	  -20
505.003635	0	decision_safe_social	  -20
511.019334	0	outcome_safe_social	  -20
517.54796	0	options_solo	  n/a
521.93996	0	decision_risky_solo	   25
530.955606	0	outcome_self_neg_solo	    0
533.471951	0	happiness_rating	   30
546.380497	0	options_partner	  n/a
549.380497	0	decision_risky_partner	   14
553.599418	0	outcome_other_pos_partner	    0
560.130177	0	options_partner	  n/a
563.130177	0	decision_risky_partner	   30
567.055788	0	outcome_other_pos_partner	    0
569.567624	0	happiness_rating	   20
576.725408	0	options_partner	   15
579.725408	0	decision_safe_partner	   15
583.527414	0	outcome_safe_partner	   15
597.071094	0	options_solo	  n/a
602.027094	0	decision_risky_solo	  -20
612.042775	0	outcome_self_neg_solo	    0
614.555276	0	happiness_rating	   30
625.059558	0	options_social	  n/a
628.762558	0	decision_risky_social	    0
636.778587	0	outcome_other_pos_social	    0
644.317497	0	options_solo	  n/a
648.058497	0	decision_risky_solo	 47.5
655.075389	0	outcome_self_pos_solo	    0
657.588216	0	happiness_rating	   22
666.077162	0	options_solo	   20
670.299162	0	decision_safe_solo	   20
681.314931	0	outcome_safe_solo	   20
689.844947	0	options_social	  n/a
694.930947	0	decision_risky_social	    3
704.946822	0	outcome_other_neg_social	    0
707.459357	0	happiness_rating	   16
713.514471	0	options_social	  n/a
717.770471	0	decision_risky_social	  -17
731.786741	0	outcome_other_neg_social	    0
737.316851	0	options_solo	  n/a
740.826851	0	decision_risky_solo	 24.5
747.843774	0	outcome_self_neg_solo	    0
750.35645	0	happiness_rating	   30
757.196576	0	options_partner	  -10
760.196576	0	decision_safe_partner	  -10
764.454846	0	outcome_safe_partner	  -10
771.991153	0	options_partner	  n/a
774.991153	0	decision_risky_partner	-27.5
779.006663	0	outcome_other_neg_partner	    0
781.516471	0	happiness_rating	   32
787.837668	0	options_partner	   20
790.837668	0	decision_safe_partner	   20
794.486721	0	outcome_safe_partner	   20
803.01479	0	options_solo	  -10
806.78679	0	decision_safe_solo	  -10
818.80224	0	outcome_safe_solo	  -10
821.31441	0	happiness_rating	   26
828.135061	0	options_solo	  -20
836.442061	0	decision_safe_solo	  -20
844.458262	0	outcome_safe_solo	  -20
849.985933	0	options_social	  n/a
855.458933	0	decision_risky_social	    9
861.475412	0	outcome_other_neg_social	    0
863.991048	0	happiness_rating	   20
869.51746	0	options_partner	  -15
872.51746	0	decision_safe_partner	  -15
876.382635	0	outcome_safe_partner	  -15
884.910655	0	options_solo	  n/a
888.753655	0	decision_risky_solo	  3.5
899.770675	0	outcome_self_pos_solo	    0
902.286957	0	happiness_rating	   14
911.213749	0	options_social	  n/a
914.937749	0	decision_risky_social	   18
924.953298	0	outcome_other_neg_social	    0
933.482232	0	options_solo	  -30
939.618232	0	decision_safe_solo	  -30
946.633748	0	outcome_safe_solo	  -30
949.145416	0	happiness_rating	   14
956.365399	0	options_solo	  n/a
962.161399	0	decision_risky_solo	   -4
974.177543	0	outcome_self_pos_solo	    0
981.719229	0	options_social	  n/a
984.402229	0	decision_risky_social	 23.5
993.417885	0	outcome_other_neg_social	    0
995.930457	0	happiness_rating	   22
1005.552534	0	options_social	  n/a
1009.561534	0	decision_risky_social	   -9
1018.578038	0	outcome_other_neg_social	    0
1027.118999	0	options_partner	  n/a
1030.118999	0	decision_risky_partner	  -23
1034.11814	0	outcome_other_neg_partner	    0
1036.627928	0	happiness_rating	    8
1046.285096	0	options_social	  n/a
1050.778096	0	decision_risky_social	  -18
1057.793958	0	outcome_other_pos_social	    0
1065.331604	0	options_partner	  n/a
1068.331604	0	decision_risky_partner	  6.5
1071.94211	0	outcome_other_pos_partner	    0
1074.455214	0	happiness_rating	   28
1084.011425	0	options_solo	  n/a
1087.986425	0	decision_risky_solo	   27
1095.001442	0	outcome_self_pos_solo	    0
1102.543094	0	options_partner	    0
1105.543094	0	decision_safe_partner	    0
1110.845514	0	outcome_safe_partner	    0
1113.355054	0	happiness_rating	   18
1125.740756	0	options_social	   20
1129.497756	0	decision_safe_social	   20
1136.514093	0	outcome_safe_social	   20
1145.042065	0	options_partner	  n/a
1148.042065	0	decision_risky_partner	  -17
1152.253547	0	outcome_other_neg_partner	    0
1154.765618	0	happiness_rating	   22
1164.540222	0	options_partner	  -15
1167.540222	0	decision_safe_partner	  -15
1171.398018	0	outcome_safe_partner	  -15
1180.936445	0	options_solo	  n/a
1184.705445	0	decision_risky_solo	   42
1192.721054	0	outcome_self_pos_solo	    0
1195.233391	0	happiness_rating	   10
1206.403613	0	options_solo	   10
1211.001613	0	decision_safe_solo	   10
1221.016599	0	outcome_safe_solo	   10
1229.556585	0	options_partner	    0
1232.556585	0	decision_safe_partner	    0
1236.341006	0	outcome_safe_partner	    0
1238.85046	0	happiness_rating	   18
1248.85387	0	options_partner	  n/a
1251.85387	0	decision_risky_partner	  -25
1255.30939	0	outcome_other_pos_partner	    0
1261.8496	0	options_partner	    0
1264.8496	0	decision_safe_partner	    0
1268.581459	0	outcome_safe_partner	    0
1271.091778	0	happiness_rating	   18
