onset	duration	trial_type	rewards
19	0	options_partner	  -10
22	0	decision_safe_partner	  -10
32.076591	0	outcome_safe_partner	  -10
40.650025	0	options_solo	  n/a
55.696025	0	decision_risky_solo	   15
62.750038	0	outcome_self_neg_solo	    0
65.285273	0	happiness_rating	   26
78.261836	0	options_social	  -25
92.831836	0	decision_safe_social	  -25
99.878298	0	outcome_safe_social	  -25
113.455345	0	options_social	  n/a
120.399345	0	decision_risky_social	   16
132.436693	0	outcome_other_neg_social	    0
134.971728	0	happiness_rating	   20
150.450218	0	options_solo	  n/a
158.951218	0	decision_risky_solo	  -14
165.995476	0	outcome_self_neg_solo	    0
173.567801	0	options_social	  -30
185.566801	0	decision_safe_social	  -30
193.616491	0	outcome_safe_social	  -30
196.151679	0	happiness_rating	   22
209.64524	0	options_social	  n/a
217.43124	0	decision_risky_social	  -23
229.493908	0	outcome_other_pos_social	    0
236.065463	0	options_solo	  n/a
241.198463	0	decision_risky_solo	   27
251.260473	0	outcome_self_pos_solo	    0
253.795593	0	happiness_rating	   28
265.421548	0	options_partner	  n/a
268.421548	0	decision_risky_partner	 31.5
273.310503	0	outcome_other_pos_partner	    0
280.882974	0	options_social	  n/a
285.854974	0	decision_risky_social	   50
297.912629	0	outcome_other_neg_social	    0
300.447863	0	happiness_rating	   20
314.258383	0	options_partner	  n/a
317.258383	0	decision_risky_partner	   16
323.93243	0	outcome_other_pos_partner	    0
331.505099	0	options_solo	  n/a
336.134099	0	decision_risky_solo	    6
347.183643	0	outcome_self_neg_solo	    0
349.718722	0	happiness_rating	   34
363.295661	0	options_social	    0
370.982661	0	decision_safe_social	    0
378.040451	0	outcome_safe_social	    0
390.616535	0	options_solo	  -30
397.254535	0	decision_safe_solo	  -30
407.312687	0	outcome_safe_solo	  -30
409.84794	0	happiness_rating	   30
424.776178	0	options_social	  n/a
429.470178	0	decision_risky_social	    3
441.522273	0	outcome_other_pos_social	    0
449.094511	0	options_social	  n/a
453.870511	0	decision_risky_social	  -20
461.921016	0	outcome_other_neg_social	    0
464.456208	0	happiness_rating	   24
476.86573	0	options_solo	   10
483.10173	0	decision_safe_solo	   10
492.160971	0	outcome_safe_solo	   10
498.732351	0	options_social	   25
506.069351	0	decision_safe_social	   25
516.129003	0	outcome_safe_social	   25
518.664219	0	happiness_rating	   34
533.692647	0	options_solo	  n/a
