onset	duration	trial_type	rewards
14	0	options_partner	  -10
17	0	decision_safe_partner	  -10
23.140348	0	outcome_safe_partner	  -10
31.713259	0	options_partner	  n/a
34.713259	0	decision_risky_partner	 31.5
40.386827	0	outcome_other_pos_partner	    0
42.922112	0	happiness_rating	   26
53.430008	0	options_partner	    0
56.430008	0	decision_safe_partner	    0
61.519613	0	outcome_safe_partner	    0
74.078934	0	options_partner	  n/a
77.078934	0	decision_risky_partner	   14
81.818429	0	outcome_other_pos_partner	    0
84.35368	0	happiness_rating	   26
91.375801	0	options_social	  n/a
99.088801	0	decision_risky_social	-39.5
105.136246	0	outcome_other_neg_social	    0
115.710934	0	options_solo	  n/a
121.295934	0	decision_risky_solo	   31
134.341873	0	outcome_self_pos_solo	    0
136.877013	0	happiness_rating	   26
144.399384	0	options_partner	  n/a
147.399384	0	decision_risky_partner	   18
153.056053	0	outcome_other_neg_partner	    0
164.615579	0	options_partner	  -25
167.615579	0	decision_safe_partner	  -25
172.187321	0	outcome_safe_partner	  -25
174.722552	0	happiness_rating	   26
190.350886	0	options_social	  n/a
196.735886	0	decision_risky_social	  -30
204.778646	0	outcome_other_neg_social	    0
216.35421	0	options_solo	  -25
222.66421	0	decision_safe_solo	  -25
234.70168	0	outcome_safe_solo	  -25
237.236835	0	happiness_rating	   26
246.010175	0	options_solo	   10
252.767175	0	decision_safe_solo	   10
263.807139	0	outcome_safe_solo	   10
271.379553	0	options_solo	  n/a
278.615553	0	decision_risky_solo	-47.5
286.674565	0	outcome_self_pos_solo	    0
289.209793	0	happiness_rating	   22
301.168939	0	options_partner	  -25
304.168939	0	decision_safe_partner	  -25
308.607893	0	outcome_safe_partner	  -25
317.180805	0	options_social	  -30
322.022805	0	decision_safe_social	  -30
330.074231	0	outcome_safe_social	  -30
332.609513	0	happiness_rating	   26
342.116766	0	options_partner	  n/a
345.116766	0	decision_risky_partner	   54
349.622426	0	outcome_other_pos_partner	    0
358.195669	0	options_social	  n/a
364.518669	0	decision_risky_social	    0
